date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id
2019/03/30,3中山3,曇,11,ダービー卿チャレンジ(G3),201906030311,16,7,14,10.2,5,4,01102,54,芝1600,良,1:31.9,0.2,13-14-13,33.9-35.2,33.4,474(0),2014110117,590.0,2015103057
2019/02/17,2京都8,曇,10,斑鳩S(1600万下),201908020810,7,7,7,2.1,2,1,01102,57,芝1400,良,1:22.2,0.0,4-4,36.4-34.1,33.8,474(-8),2013105727,"1,838.9",2015103057
2019/01/19,1京都6,晴,9,祇園特別(1000万下),201908010609,11,8,11,1.4,1,1,01102,56,芝1400,良,1:21.5,0.0,5-4,35.0-35.1,34.1,482(+6),2014103032,"1,525.9",2015103057
2018/11/10,5東京3,晴,10,三鷹特別(1000万下),201805050310,13,6,8,2.4,1,2,05470,56,芝1400,良,1:20.2,0.0,6-6,33.8-35.2,33.2,476(-4),2014104304,608.6,2015103057
2018/09/23,4中山7,晴,10,外房特別(1000万下),201806040710,12,6,8,2.6,1,3,01102,55,芝1600,良,1:33.5,0.4,10-10-9,35.7-34.0,33.6,480(+8),2015102692,383.9,2015103057
2018/07/28,2新潟1,晴,10,月岡温泉特別(1000万下),201804020110,15,3,5,2.8,1,2,01014,54,芝1600,良,1:33.3,0.0,4-3,35.9-32.8,32.3,472(+4),2014105655,609.6,2015103057
2018/05/27,3京都12,晴,5,3歳500万下,201808031205,16,8,15,2.3,1,1,01102,56,芝1400,良,1:21.4,-0.5,2-2,34.7-34.9,34.7,468(0),2015101826,720.0,2015103057
2018/02/17,1東京7,晴,6,3歳500万下,201805010706,15,4,7,2.3,1,4,05339,56,芝1600,良,1:34.9,0.3,5-4,35.9-34.6,34.6,468(0),2015104542,110.0,2015103057
2017/12/16,5阪神5,曇,5,2歳新馬,201709050505,13,2,2,2.9,2,1,05339,55,芝1600,良,1:36.6,0.0,7-11,36.7-34.5,33.6,468(0),2015103350,700.0,2015103057
2023/03/26,2中京6,小雨,11,高松宮記念(G1),202307020611,18,1,1,42.1,13,3,01091,58,芝1200,不,1:11.7,0.2,10-11,35.6-35.9,35.3,484(-12),2016102197,"4,354.0",2015104364
2022/12/24,6阪神7,晴,11,阪神C(G2),202209060711,18,2,4,9.5,5,8,01157,57,芝1400,良,1:20.4,0.2,14-15,33.4-35.5,34.8,496(+4),2015103057, ,2015104364
2022/10/29,4阪神8,晴,11,MBS賞スワンS(G2),202209040811,18,4,8,8.9,6,4,01157,56,芝1400,良,1:20.0,0.2,13-11,34.1-34.6,33.9,492(+10),2015103057,890.0,2015104364
2022/10/02,4中山9,晴,11,スプリンターズS(G1),202206040911,16,6,11,51.8,11,7,01157,57,芝1200,良,1:08.1,0.3,11-11,32.7-35.1,34.2,482(-8),2015110013, ,2015104364
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,7,13,27.0,7,4,01157,57,芝1200,重,1:08.4,0.1,12-11,33.4-34.9,34.2,490(-2),2016106453,"2,600.0",2015104364
2022/02/27,1阪神6,晴,11,阪急杯(G3),202209010611,14,1,1,16.8,9,2,01157,56,芝1400,良,1:20.0,0.1,12-12,34.0-34.5,33.8,492(+22),2015103057,"1,714.4",2015104364
2021/05/15,2東京7,晴,11,京王杯スプリングC(G2),202105020711,17,6,12,20.5,10,2,01157,56,芝1400,良,1:19.8,0.0,13-14,34.3-34.3,32.5,470(-6),2017105072,"2,434.8",2015104364
2021/03/28,2中京6,雨,11,高松宮記念(G1),202107020611,18,7,13,138.4,16,4,01157,57,芝1200,重,1:09.4,0.2,11-12,34.1-35.1,34.4,476(-6),2015102377,"2,000.0",2015104364
2021/01/31,1中京10,晴,11,シルクロードS(G3),202107011011,18,7,14,12.0,5,15,05203,56,芝1200,良,1:09.2,0.9,5-6,33.7-34.6,34.7,482(-2),2015110102, ,2015104364
2021/01/09,1中京2,晴,11,淀短距離S(L),202107010211,16,1,1,6.4,3,1,01032,57,芝1200,良,1:08.2,-0.2,4-4,34.0-34.2,34.0,484(+8),2016106453,"2,533.6",2015104364
2020/11/29,5阪神9,晴,12,京阪杯(G3),202009050912,16,8,16,31.8,11,6,01127,56,芝1200,良,1:08.5,0.3,6-6,33.8-34.4,34.1,476(+4),2014110117, ,2015104364
2020/09/13,2中京2,晴,11,産経賞セントウルS(G2),202007020211,17,5,10,17.7,7,6,00666,56,芝1200,良,1:08.4,0.5,6-6,33.0-34.9,34.2,472(-6),2015102377, ,2015104364
2020/08/23,2小倉4,晴,11,TV西日本北九州記念(G3),202010020411,18,3,5,7.3,3,6,00666,55,芝1200,稍,1:08.3,0.5,7-4,32.4-35.4,34.9,478(-2),2014105982, ,2015104364
2020/07/19,2福島6,晴,11,福島テレビOP(OP),202003020611,16,5,9,4.3,2,1,01127,56,芝1200,良,1:08.5,-0.2,2-2,33.8-34.7,34.7,480(-2),2015101615,"2,338.5",2015104364
2020/05/10,3京都6,曇,11,鞍馬S(OP),202008030611,12,6,8,4.9,3,2,01093,56,芝1200,良,1:07.7,0.0,5-5,33.5-34.2,33.2,482(0),2015100822,927.2,2015104364
2020/04/12,3中山6,曇,11,春雷S(L),202006030611,16,2,3,5.9,4,4,05596,54,芝1200,稍,1:08.4,0.1,6-6,33.8-34.5,34.3,482(0),2014103751,380.0,2015104364
2020/02/16,1小倉10,曇,11,北九州短距離S(OP),202010011011,17,2,3,26.0,9,4,01157,56,芝1200,重,1:10.3,0.3,5-4,33.7-36.3,36.0,482(-6),2015110102,350.0,2015104364
2019/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),201908010111,17,6,11,92.4,12,11,01115,53,芝1600,良,1:35.3,0.4,3-5,35.3-35.2,35.2,488(+10),2015105905, ,2015104364
2018/12/08,5阪神3,晴,11,リゲルS(OP),201809050311,11,6,7,24.9,7,5,01093,55,芝1600,良,1:34.2,0.9,1-1,35.1-34.5,35.4,478(+12),2015105905,230.0,2015104364
2018/10/07,4京都2,晴,11,夕刊フジ杯オパールS(OP),201808040211,18,7,13,6.8,3,11,01116,52,芝1200,良,1:08.7,0.5,14-15,33.4-34.8,33.9,466(-8),2015104165, ,2015104364
2018/08/26,2札幌4,晴,11,キーンランドC(G3),201801020411,16,6,12,14.8,6,7,01014,53,芝1200,稍,1:10.2,0.8,11-4,33.7-35.7,35.4,474(+6),2013105736, ,2015104364
2018/05/26,3京都11,晴,11,葵S(G),201808031111,16,7,14,4.3,2,2,01014,56,芝1200,良,1:08.2,0.2,12-12,33.9-34.1,33.2,468(-6),2015102846,"1,237.2",2015104364
2018/04/14,2阪神7,曇,6,3歳500万下,201809020706,16,3,5,3.7,2,1,01014,56,芝1200,良,1:08.7,-0.4,6-4,34.1-34.6,34.2,474(+8),2015103374,720.0,2015104364
2018/03/04,1小倉8,晴,10,萌黄賞(500万下),201810010810,18,7,13,15.5,6,2,01155,56,芝1200,良,1:08.5,0.2,14-14,32.9-35.4,34.4,466(-14),2015110017,412.6,2015104364
2018/02/10,2京都5,雨,9,こぶし賞(500万下),201808020509,14,6,10,71.7,10,13,00732,56,芝1600,稍,1:39.1,3.4,1-2,34.0-37.4,40.8,480(+12),2015105905, ,2015104364
2017/12/02,5阪神1,晴,9,シクラメン賞(500万下),201709050109,7,7,7,10.7,4,7,01088,55,芝1800,良,1:48.0,2.4,3-3,34.9-34.5,36.7,468(-8),2015104931, ,2015104364
2017/11/03,5京都1,晴,7,2歳新馬,201708050107,12,4,4,5.8,3,1,01088,55,芝1600,良,1:35.4,-0.5,1-1,36.3-35.1,35.1,476(0),2015102499,700.0,2015104364
2022/12/11,シャティ, ,5,香港スプリント(G1),2022H1121105,14, ,3,13.0,6,12,05585,57,芝1200,良, , , , , ,計不,, ,2015110013
2022/10/02,4中山9,晴,11,スプリンターズS(G1),202206040911,16,1,2,20.3,8,1,01160,57,芝1200,良,1:07.8,0.0,3-2,32.7-35.1,34.6,508(-2),2019100213,"17,336.0",2015110013
2022/08/21,4小倉4,晴,11,TV西日本北九州記念(G3),202210040411,18,8,17,38.9,9,17,01160,58,芝1200,良,1:08.9,2.0,7-8,32.8-34.1,35.6,510(-4),2017101121, ,2015110013
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,4,8,65.0,13,11,01160,57,芝1200,重,1:08.7,0.4,2-2,33.4-34.9,35.3,514(+4),2016106453, ,2015110013
2022/03/05,2中山3,晴,11,夕刊フジオーシャンS(G3),202206020311,15,4,7,5.4,2,1,01160,56,芝1200,良,1:07.9,-0.1,3-2,33.4-34.5,34.2,510(-4),2016106453,"4,352.5",2015110013
2022/01/30,1中京10,曇,11,シルクロードS(G3),202207011011,18,8,17,8.9,5,13,01160,57.5,芝1200,良,1:09.1,1.0,2-2,33.6-34.5,35.3,514(+8),2018105069, ,2015110013
2021/10/03,4中山9,晴,11,スプリンターズS(G1),202106040911,16,6,11,11.1,4,11,01115,57,芝1200,良,1:08.1,1.0,7-11,33.3-33.8,33.8,506(-2),2018105204, ,2015110013
2021/09/12,5中京2,曇,11,産経賞セントウルS(G2),202107050211,17,5,10,15.1,6,4,01115,56,芝1200,良,1:07.4,0.2,15-13,32.9-34.3,32.6,508(-2),2017105563,890.0,2015110013
2021/08/22,4小倉4,雨,11,TV西日本北九州記念(G3),202110040411,18,4,7,4.3,1,7,01014,57.5,芝1200,稍,1:08.6,0.4,12-13,33.2-35.0,34.1,510(+8),2018109134, ,2015110013
2021/04/11,3中山6,晴,11,春雷S(L),202106030611,16,6,11,3.2,1,1,01160,57,芝1200,良,1:07.3,-0.4,4-4,33.2-34.1,33.8,502(-8),2016110152,"2,535.0",2015110013
2021/02/28,1阪神6,晴,11,阪急杯(G3),202109010611,17,7,13,25.4,4,3,01160,56,芝1400,良,1:19.6,0.4,2-2,34.0-33.8,34.1,510(0),2017105563,"1,008.5",2015110013
2020/12/26,6阪神7,晴,11,阪神C(G2),202009060711,16,6,11,44.2,8,7,01160,57,芝1400,良,1:20.2,0.5,5-4,34.0-34.3,34.5,510(+10),2016104867, ,2015110013
2020/10/18,4新潟4,晴,11,信越S(L),202004040411,16,6,11,14.7,6,1,01160,56,芝1400,良,1:20.9,-0.2,4-3,34.2-34.7,34.3,500(-2),2017100600,"2,539.2",2015110013
2020/09/13,4中山2,曇,11,京成杯オータムH(G3),202006040211,16,4,7,33.3,11,4,05525,56,芝1600,良,1:34.1,0.2,2-5-6,35.0-35.6,35.3,502(+4),2015104387,590.0,2015110013
2020/08/16,3新潟2,晴,11,関屋記念(G3),202004030211,18,4,7,66.4,14,11,05525,57,芝1600,良,1:34.2,1.1,11-13,34.6-35.3,35.1,498(-10),2014105887, ,2015110013
2020/04/04,3中山3,晴,11,ダービー卿チャレンジ(G3),202006030311,16,2,3,8.1,2,10,05525,56,芝1600,良,1:33.6,0.8,4-5-2,34.3-35.7,36.2,508(-2),2012104508, ,2015110013
2020/03/15,2中山6,晴,10,東風S(L),202006020610,16,6,12,3.2,1,10,05525,58,芝1600,稍,1:35.1,1.0,8-6-2,34.1-36.7,37.2,510(+4),2013103817, ,2015110013
2020/01/18,1中山6,小雨,11,ニューイヤーS(L),202006010611,16,3,5,5.4,3,1,05525,57,芝1600,稍,1:35.8,-0.1,5-4-2,35.8-36.4,36.2,506(-2),2012102157,"2,535.0",2015110013
2019/10/19,4東京6,曇,11,富士S(G3),201905040611,18,7,13,37.3,9,18,05525,56,芝1600,稍,1:34.5,1.5,5-5,35.0-34.1,35.2,508(+8),2015104765, ,2015110013
2019/09/08,4中山2,晴,11,京成杯オータムH(G3),201906040211,16,1,2,28.2,10,3,05525,55,芝1600,良,1:30.9,0.6,4-3-3,33.3-34.9,34.2,500(-6),2015104387,988.2,2015110013
2019/07/21,3中京8,曇,11,トヨタ賞中京記念(G3),201907030811,16,2,4,49.1,11,6,05525,55,芝1600,稍,1:34.1,0.5,7-7-7,35.3-35.6,35.2,506(-4),2016104787, ,2015110013
2019/02/03,1東京4,晴,11,東京新聞杯(G3),201905010411,15,6,11,33.3,8,14,00666,56,芝1600,良,1:33.2,1.3,14-14,34.5-34.7,33.7,510(+6),2015104688, ,2015110013
2018/11/18,5京都6,晴,11,マイルチャンピオンS(G1),201808050611,18,6,11,48.4,11,16,00666,56,芝1600,良,1:34.0,0.7,18-18,35.0-34.5,33.5,504(+4),2015105064, ,2015110013
2018/10/20,4東京6,晴,11,富士S(G3),201805040611,18,8,18,7.3,6,7,00666,54,芝1600,良,1:32.4,0.7,11-11,34.6-34.3,33.8,500(+12),2013105995, ,2015110013
2018/05/27,2東京12,晴,10,東京優駿(G1),201805021210,18,6,11,71.2,11,17,00666,57,芝2400,良,2:25.4,1.8,13-12-11-12,36.0-34.6,35.3,488(-4),2015105022, ,2015110013
2018/04/15,3中山8,曇,11,皐月賞(G1),201806030811,16,2,3,9.6,4,9,00666,57,芝2000,稍,2:01.8,1.0,11-11-10-11,35.5-37.3,35.4,492(+8),2015102440, ,2015110013
2018/03/04,2中山4,晴,11,報知杯弥生賞(G2),201806020411,10,3,3,8.0,4,3,00666,56,芝2000,良,2:01.3,0.3,4-4-3-3,36.0-34.3,34.1,484(-10),2015102367,"1,410.2",2015110013
2017/12/28,5中山9,晴,11,ホープフルS(G1),201706050911,17,8,15,6.2,4,2,00666,55,芝2000,良,2:01.6,0.2,10-10-9-4,35.8-36.9,36.2,494(+10),2015104107,"2,834.4",2015110013
2017/11/11,5京都3,晴,11,デイリー杯2歳S(G2),201708050311,9,3,3,7.3,5,1,05527,55,芝1600,良,1:36.3,-0.2,5-5,35.7-35.3,34.4,484(+4),2015105461,"3,832.2",2015110013
2017/09/09,4阪神1,晴,5,2歳新馬,201709040105,11,6,6,4.2,2,1,00666,54,芝1600,良,1:37.3,-0.2,3-3,38.0-33.8,33.7,480(0),2015102371,700.0,2015110013
2023/03/26,2中京6,小雨,11,高松宮記念(G1),202307020611,18,7,13,32.3,12,1,01180,58,芝1200,不,1:11.5,-0.1,7-5,35.6-35.9,35.5,518(-8),2019103753,"17,378.0",2016102197
2023/01/29,1中京10,晴,11,シルクロードS(G3),202307011011,15,5,9,35.7,10,2,01180,57.5,芝1200,良,1:07.3,0.0,4-5,33.8-33.5,33.1,526(-12),2019103753,"1,615.8",2016102197
2022/12/17,6阪神5,小雨,11,タンザナイトS(OP),202209060511,16,4,8,8.4,5,4,01157,56.5,芝1200,稍,1:08.6,0.4,12-12,33.4-34.8,33.9,538(-2),2016104787,350.0,2016102197
2022/11/27,5阪神8,晴,12,京阪杯(G3),202209050812,16,4,7,15.6,9,7,01180,57,芝1200,良,1:08.1,0.9,6-8,33.3-33.9,33.7,540(+20),2019106526, ,2016102197
2022/10/02,4中山9,晴,11,スプリンターズS(G1),202206040911,16,4,8,59.4,12,10,01180,57,芝1200,良,1:08.3,0.5,2-2,32.7-35.1,35.5,520(-2),2015110013, ,2016102197
2022/09/11,5中京2,晴,11,産経賞セントウルS(G2),202207050211,13,8,12,20.7,6,2,01180,56,芝1200,良,1:06.6,0.4,2-2,32.5-33.7,34.0,522(+12),2018105069,"2,426.8",2016102197
2022/08/21,4小倉4,晴,11,TV西日本北九州記念(G3),202210040411,18,7,13,26.2,8,10,01126,56,芝1200,良,1:07.5,0.6,4-5,32.8-34.1,34.3,510(+2),2017101121, ,2016102197
2022/07/03,3小倉2,曇,11,CBC賞(G3),202210030211,17,8,17,6.0,4,12,01126,56,芝1200,良,1:07.4,1.6,3-4,31.8-34.0,35.3,508(-14),2019103422, ,2016102197
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,7,15,204.0,16,9,05243,57,芝1200,重,1:08.6,0.3,5-5,33.4-34.9,34.7,522(+4),2016106453, ,2016102197
2022/03/05,2中山3,晴,11,夕刊フジオーシャンS(G3),202206020311,15,2,3,6.1,3,9,01157,56,芝1200,良,1:08.5,0.6,5-6,33.4-34.5,34.7,518(-12),2015110013, ,2016102197
2021/12/25,6阪神7,曇,11,阪神C(G2),202109060711,18,3,6,53.9,11,7,01152,57,芝1400,良,1:21.0,0.7,1-1,34.3-35.0,35.7,530(+2),2018104934, ,2016102197
2021/11/28,5阪神8,晴,12,京阪杯(G3),202109050812,16,4,7,14.4,6,3,01152,56,芝1200,良,1:09.0,0.2,1-1,34.3-34.5,34.7,528(+2),2016103143,988.3,2016102197
2021/10/03,4中山9,晴,11,スプリンターズS(G1),202106040911,16,3,5,27.5,8,15,01157,57,芝1200,良,1:08.6,1.5,7-7,33.3-33.8,34.4,526(+6),2018105204, ,2016102197
2021/08/22,4小倉4,雨,11,TV西日本北九州記念(G3),202110040411,18,3,6,8.3,4,2,01157,55,芝1200,稍,1:08.4,0.2,3-3,33.2-35.0,34.7,520(+2),2018109134,"1,618.4",2016102197
2021/07/04,3小倉2,曇,11,CBC賞(G3),202110030211,13,3,3,18.2,8,1,01157,52,芝1200,良,1:06.0,-0.1,1-1,32.3-33.7,33.7,518(-18),2018105204,"3,945.5",2016102197
2020/10/25,4京都6,晴,10,桂川S(3勝クラス),202008040610,17,8,16,3.8,1,8,01126,55,芝1200,良,1:10.7,1.0,4-5,34.5-35.2,35.8,536(+4),2015101571, ,2016102197
2020/09/26,2中京6,晴,11,長篠S(3勝クラス),202007020611,18,5,10,4.4,2,6,01126,57,芝1200,良,1:08.8,0.7,6-6,33.2-34.9,34.4,532(+14),2016104989, ,2016102197
2020/08/23,2小倉4,晴,9,西部スポニチ賞(2勝クラス),202010020409,18,3,6,2.4,1,1,01126,57,芝1200,稍,1:08.3,0.0,2-2,33.4-34.9,34.8,518(+4),2017109097,"1,539.9",2016102197
2020/07/11,4阪神3,曇,12,3歳以上1勝クラス,202009040312,16,8,16,7.8,4,1,01126,57,芝1200,重,1:10.8,-0.4,4-4,34.3-36.5,36.2,514(+4),2017103005,760.0,2016102197
2020/06/03,門別,晴,10,ヒメシャクナゲ特別,202030060310,9,8,9,1.1,1,1,05512,56,ダ1200,良,1:14.5,-1.1,1-1,0.0-37.7,37.7,510(-4),2015102541,80.0,2016102197
2020/05/21,門別,晴,10,キンレンカ特別,202030052110,11,5,5,5.7,3,1,05512,55,ダ1200,良,1:13.4,-0.9,2-1,0.0-38.5,38.3,514(-4),2017102160,70.0,2016102197
2020/05/05,門別,晴,9,クレマチス特別,202030050509,10,2,2,2.2,1,4,05512,55,ダ1800,重,1:58.6,1.7,1-1-1-2,0.0-40.8,42.5,518(+10),2014103429,7.0,2016102197
2020/04/16,門別,晴,8,二輪草特別,202030041608,7,4,4,2.1,1,1,05512,57,ダ1700,良,1:52.4,-0.3,1-1-1-1,0.0-40.0,40.0,508(+8),2014104623,55.0,2016102197
2019/08/25,2小倉10,曇,3,3歳未勝利,201910021003,15,6,12,4.6,3,15,01154,56,ダ1700,良,1:52.5,4.4,3-2-2-3,30.5-39.2,43.5,500(0),2016100799, ,2016102197
2019/08/11,2小倉6,晴,4,3歳未勝利,201910020604,16,8,15,6.3,3,2,01126,56,芝1800,良,1:48.3,0.1,1-1-2-2,35.9-37.1,37.2,500(-2),2016105171,200.0,2016102197
2019/07/27,2小倉1,晴,4,3歳未勝利,201910020104,14,4,6,5.2,3,4,01154,56,芝1800,良,1:47.3,1.0,2-1-1-1,34.7-36.2,37.2,502(-4),2016104618,75.0,2016102197
2019/07/14,3中京6,曇,4,3歳未勝利,201907030604,16,8,16,5.6,3,2,01154,56,芝1600,不,1:36.9,0.5,1-1-1,35.9-35.5,36.0,506(0),2016100634,200.0,2016102197
2019/06/30,3中京2,雨,7,3歳未勝利,201907030207,16,1,2,9.4,5,4,01152,56,ダ1800,不,1:52.8,0.7,1-1-1-1,37.0-38.0,38.7,506(-10),2016104705,75.0,2016102197
2019/06/15,3阪神5,曇,6,3歳未勝利,201909030506,13,4,8,5.4,3,12,05212,56,芝2400,稍,2:33.8,5.0,5-4-4-5,37.1-36.9,41.4,516(0),2016105526, ,2016102197
2023/01/29,1中京10,晴,11,シルクロードS(G3),202307011011,15,3,4,69.1,12,9,00660,56,芝1200,良,1:08.3,1.0,10-10,33.8-33.5,33.6,456(0),2019103753, ,2016103143
2022/11/27,5阪神8,晴,12,京阪杯(G3),202209050812,16,5,9,15.0,6,11,01019,56,芝1200,良,1:08.3,1.1,13-13,33.3-33.9,33.3,456(+4),2019106526, ,2016103143
2022/10/02,4中山9,晴,11,スプリンターズS(G1),202206040911,16,3,5,110.3,14,6,01019,55,芝1200,良,1:08.1,0.3,10-8,32.7-35.1,34.3,452(-2),2015110013, ,2016103143
2022/08/28,2札幌6,晴,11,キーンランドC(G3),202201020611,15,7,14,8.7,5,6,00666,55,芝1200,良,1:09.6,0.5,15-15,34.5-34.6,34.3,454(-2),2017100434, ,2016103143
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,6,12,128.0,15,8,01019,55,芝1200,重,1:08.6,0.3,17-17,33.4-34.9,33.8,456(0),2016106453, ,2016103143
2022/02/27,1阪神6,晴,11,阪急杯(G3),202209010611,14,4,5,18.8,10,10,01019,54,芝1400,良,1:20.9,1.0,14-14,34.0-34.5,34.5,456(+2),2015103057, ,2016103143
2021/11/28,5阪神8,晴,12,京阪杯(G3),202109050812,16,1,2,22.5,10,1,01019,55,芝1200,良,1:08.8,-0.1,16-13,34.3-34.5,33.5,454(+2),2017105406,"3,958.1",2016103143
2021/10/03,4中山9,晴,11,スプリンターズS(G1),202106040911,16,5,10,106.8,14,13,01140,55,芝1200,良,1:08.3,1.2,15-15,33.3-33.8,33.4,452(-10),2018105204, ,2016103143
2021/08/29,2札幌6,晴,11,キーンランドC(G3),202101020611,16,5,9,20.2,7,2,01140,55,芝1200,良,1:09.1,0.0,9-10,34.0-35.1,34.0,462(+2),2018104029,"1,616.2",2016103143
2021/08/15,2札幌2,曇,11,UHB賞(OP),202101020211,16,5,9,8.8,5,13,01140,55,芝1200,良,1:09.4,0.6,16-12,34.2-34.6,33.6,460(+8),2017105553, ,2016103143
2021/03/28,2中京6,雨,11,高松宮記念(G1),202107020611,18,4,8,85.4,12,7,01034,55,芝1200,重,1:09.6,0.4,16-17,34.1-35.1,34.3,452(+2),2015102377, ,2016103143
2021/03/06,2中山3,晴,11,夕刊フジオーシャンS(G3),202106020311,16,5,9,36.1,12,15,01096,54,芝1200,稍,1:09.3,0.9,13-13,33.7-34.7,34.3,450(-4),2016104880, ,2016103143
2021/01/31,1中京10,晴,11,シルクロードS(G3),202107011011,18,4,7,15.1,8,14,01163,55,芝1200,良,1:09.2,0.9,17-17,33.7-34.6,34.0,454(+6),2015110102, ,2016103143
2020/10/04,4中山9,曇,11,スプリンターズS(G1),202006040911,16,7,14,37.1,8,11,01032,55,芝1200,良,1:09.3,1.0,14-13,32.8-35.5,34.8,448(-8),2016104532, ,2016103143
2020/08/30,2札幌6,小雨,11,キーンランドC(G3),202001020611,16,7,14,15.5,5,1,01163,54,芝1200,重,1:10.6,-0.2,15-12,34.8-35.8,34.7,456(-2),2015101599,"4,158.1",2016103143
2020/08/16,2札幌2,曇,11,UHB賞(OP),202001020211,13,5,6,3.5,1,7,01163,54,芝1200,良,1:09.4,0.6,5-6,33.8-35.0,35.0,458(+10),2015101599, ,2016103143
2020/06/21,1函館4,晴,11,函館スプリントS(G3),202002010411,16,2,3,10.2,5,7,01163,54,芝1200,良,1:08.2,0.7,11-12,33.4-34.1,33.8,448(0),2015103057, ,2016103143
2020/05/10,3京都6,曇,11,鞍馬S(OP),202008030611,12,8,11,2.3,1,3,01163,55,芝1200,良,1:07.8,0.1,9-9,33.5-34.2,32.4,448(0),2015100822,583.6,2016103143
2020/02/02,2京都2,晴,11,シルクロードS(G3),202008020211,18,3,6,9.1,6,2,00700,53,芝1200,良,1:09.0,0.0,16-16,33.9-35.1,33.5,448(+2),2016104721,"1,618.8",2016103143
2019/12/28,5阪神9,曇,12,2019ファイナルS(3勝クラス),201909050912,15,6,11,3.7,2,1,00666,54,芝1200,良,1:09.5,-0.4,11-10,34.9-34.6,33.3,446(-6),2014106144,"1,853.6",2016103143
2019/12/15,4中京6,晴,11,浜松S(3勝クラス),201907040611,17,4,8,4.3,1,8,01019,54,芝1200,良,1:08.9,0.7,6-6,34.4-33.8,34.0,452(+2),2016106453, ,2016103143
2019/10/20,4京都7,晴,10,桂川S(3勝クラス),201908040710,18,7,15,11.7,6,2,01032,52,芝1200,良,1:09.1,0.0,6-7,34.4-34.7,34.1,450(+4),2016102044,741.2,2016103143
2019/10/06,4京都2,晴,12,3歳以上2勝クラス,201908040212,14,1,1,5.5,3,1,01032,53,芝1200,良,1:08.7,-0.1,4-3,34.4-34.3,34.1,446(+20),2015103340,"1,100.0",2016103143
2019/05/25,3京都11,晴,11,葵S(G),201908031111,16,5,10,26.6,6,6,01032,54,芝1200,良,1:08.4,0.4,5-5,34.0-34.0,34.0,426(-8),2016104470, ,2016103143
2019/03/10,1阪神6,雨,11,フィリーズレビュー(G2),201909010611,18,4,8,14.9,7,9,01032,54,芝1400,稍,1:22.6,0.6,9-9,34.9-35.2,35.2,434(-8),2016106064, ,2016103143
2019/01/27,2京都2,晴,9,若菜賞(500万下),201908020209,11,7,9,3.2,1,1,01032,54,芝1200,良,1:09.4,-0.3,5-5,34.4-35.0,34.5,442(+4),2016100433,"1,025.2",2016103143
2018/12/15,5阪神5,晴,9,さざんか賞(500万下),201809050509,13,7,11,7.9,4,2,00666,54,芝1200,良,1:09.5,0.5,8-6,34.4-34.6,34.1,438(+8),2016101285,408.0,2016103143
2018/09/29,4阪神8,雨,3,2歳未勝利,201809040803,13,5,7,4.9,3,1,00666,54,芝1200,重,1:10.9,-0.2,5-5,35.4-35.5,34.8,430(+2),2016101698,500.0,2016103143
2018/09/02,2小倉12,晴,1,2歳未勝利,201810021201,17,3,6,7.5,5,5,00666,54,芝1200,稍,1:10.2,0.5,9-11,33.8-35.9,35.6,428(+6),2016102605,50.0,2016103143
2018/06/23,3阪神7,雨,5,2歳新馬,201809030705,10,8,9,12.7,4,4,01019,54,芝1200,良,1:10.8,0.8,7-6,35.3-34.7,34.6,422(0),2016104456,110.0,2016103143
2022/03/27,2中京6,晴,11,高松宮記念(G1),202207020611,18,6,11,64.8,12,16,01085,57,芝1200,重,1:09.2,0.9,10-11,33.4-34.9,35.0,492(-2),2016106453, ,2016103690
2022/02/27,1阪神6,晴,11,阪急杯(G3),202209010611,14,8,14,16.0,8,14,01014,56,芝1400,良,1:22.1,2.2,5-5,34.0-34.5,36.3,494(0),2015103057, ,2016103690
2021/11/21,5阪神6,曇,11,マイルチャンピオンS(G1),202109050611,16,1,2,175.0,14,14,01174,57,芝1600,良,1:33.9,1.3,2-4,35.6-33.3,34.4,494(+4),2016104532, ,2016103690
2021/10/30,4阪神7,晴,11,MBS賞スワンS(G2),202109040711,18,5,10,7.3,4,15,05203,56,芝1400,良,1:21.8,1.1,12-12,34.1-35.1,35.3,490(+2),2016104867, ,2016103690
2021/10/03,4中山9,晴,11,スプリンターズS(G1),202106040911,16,5,9,15.6,6,8,05203,57,芝1200,良,1:08.0,0.9,7-10,33.3-33.8,33.8,488(0),2018105204, ,2016103690
2021/09/12,5中京2,曇,11,産経賞セントウルS(G2),202107050211,17,7,14,10.3,4,3,05203,56,芝1200,良,1:07.4,0.2,4-4,32.9-34.3,33.8,488(0),2017105563,"1,517.2",2016103690
2021/05/30,3中京8,晴,10,安土城S(L),202107030810,18,5,9,5.3,3,1,05203,57.5,芝1400,良,1:19.2,-0.1,5-5,33.7-34.6,34.2,488(-2),2015110102,"2,539.2",2016103690
2021/05/09,3中京2,晴,11,鞍馬S(OP),202107030211,15,6,10,4.3,2,1,05203,56,芝1200,良,1:07.1,-0.1,6-6,32.8-34.3,33.3,490(-6),2016106453,"2,332.9",2016103690
