date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,distance,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,horse_id,target_race_id,race_rank,horse_weight_dif,is_down,burden_weight_rate,ground_type,race_date
2022-02-13,9,2,11,京都記念(G2),202209010211,13,8,12,243.0,9,11,01174,57.0,2200,3,133.3,0.0,11.75,36.151044776119406,35,512,2015101654,2013105788,202209020411,2.0,4,0,0.111328125,2,2022-04-03
2021-11-28,5,0,12,ジャパンC(G1),202105050812,18,7,15,769.0,12,14,01116,57.0,2400,1,146.5,0.0,14.25,36.151044776119406,35,508,2017101835,2013105788,202209020411,3.0,2,0,0.11220472440944881,2,2022-04-03
2021-10-10,9,0,11,京都大賞典(G2),202109040211,14,5,8,321.0,9,1,01116,57.0,2400,1,144.5,0.0,7.5,36.151044776119406,36,506,2017105525,2013105788,202209020411,2.0,2,0,0.11264822134387352,2,2022-04-03
2021-05-02,9,0,11,天皇賞(春)(G1),202109021211,17,3,6,984.0,12,8,01116,58.0,3200,1,196.5,0.0,9.0,36.151044776119406,38,504,2016104854,2013105788,202209020411,0.0,2,0,0.11507936507936507,2,2022-04-03
2020-11-29,5,1,12,ジャパンC(G1),202005050912,15,7,12,2261.0,11,9,01122,57.0,2400,1,144.2,0.0,12.25,36.151044776119406,35,502,2015104961,2013105788,202209020411,3.0,8,0,0.11354581673306773,2,2022-04-03
2020-04-05,9,0,11,大阪杯(G1),202009020411,12,7,9,396.0,7,11,05596,57.0,2000,1,119.5,0.0,8.5,36.151044776119406,35,494,2015105046,2013105788,202209020411,3.0,-12,0,0.11538461538461539,2,2022-04-03
2019-11-24,5,1,11,ジャパンC(G1),201905050811,15,8,14,504.0,12,4,00666,57.0,2400,4,146.5,0.0,14.5,36.151044776119406,36,506,2014106083,2013105788,202209020411,3.0,2,0,0.11264822134387352,2,2022-04-03
2019-10-27,5,0,11,天皇賞(秋)(G1),201905040911,16,4,8,530.0,8,10,00666,58.0,2000,1,117.6,0.0,13.333333333333334,36.151044776119406,34,504,2015104961,2013105788,202209020411,0.0,-4,0,0.11507936507936507,2,2022-04-03
2019-06-23,9,1,11,宝塚記念(G1),201909030811,12,6,7,118.0,7,11,05203,58.0,2200,1,132.9,0.0,11.75,36.151044776119406,36,508,2014106220,2013105788,202209020411,3.0,2,0,0.1141732283464567,2,2022-04-03
2019-03-31,9,1,11,大阪杯(G1),201909020411,14,1,1,374.0,10,4,05203,57.0,2000,1,121.2,0.0,12.5,36.151044776119406,35,506,2014106046,2013105788,202209020411,3.0,-8,0,0.11264822134387352,2,2022-04-03
2019-02-10,8,0,11,京都記念(G2),201908020611,12,8,12,44.0,2,3,05203,57.0,2200,1,134.9,0.0,8.0,36.151044776119406,35,514,2014106010,2013105788,202209020411,2.0,10,0,0.11089494163424124,2,2022-04-03
2018-12-23,6,1,11,有馬記念(G1),201806050811,16,2,4,425.0,12,10,05203,57.0,2500,3,153.0,0.0,9.25,36.151044776119406,36,504,2015104882,2013105788,202209020411,3.0,10,0,0.1130952380952381,2,2022-04-03
2018-10-28,5,0,11,天皇賞(秋)(G1),201805040911,12,5,6,70.0,3,7,00666,58.0,2000,1,117.7,0.0,9.666666666666666,36.151044776119406,34,494,2014106201,2013105788,202209020411,0.0,-12,0,0.11740890688259109,2,2022-04-03
2018-08-19,1,1,11,札幌記念(G2),201801020211,16,3,5,43.0,1,2,05339,57.0,2000,3,121.1,0.0,13.25,36.151044776119406,36,506,2014105304,2013105788,202209020411,2.0,6,0,0.11264822134387352,2,2022-04-03
2017-11-26,5,0,11,ジャパンC(G1),201705050811,17,6,11,150.0,6,4,00422,57.0,2400,1,144.6,0.0,11.5,36.151044776119406,35,500,2012104759,2013105788,202209020411,3.0,-4,0,0.114,2,2022-04-03
2017-10-29,5,4,11,天皇賞(秋)(G1),201705040911,18,7,15,226.0,9,5,00422,58.0,2000,3,129.5,0.0,15.666666666666666,36.151044776119406,39,504,2012102013,2013105788,202209020411,0.0,2,0,0.11507936507936507,2,2022-04-03
2017-10-08,5,1,11,毎日王冠(G2),201705040211,12,2,2,56.0,2,6,00422,57.0,1800,1,105.9,0.0,5.666666666666667,36.151044776119406,33,502,2012104889,2013105788,202209020411,2.0,0,0,0.11354581673306773,2,2022-04-03
2017-04-02,9,0,11,大阪杯(G1),201709020411,14,8,14,38.0,2,4,05339,57.0,2000,1,119.3,0.0,11.5,36.151044776119406,34,502,2012102013,2013105788,202209020411,3.0,0,0,0.11354581673306773,2,2022-04-03
2017-02-12,8,0,11,京都記念(G2),201708020611,10,3,3,17.0,1,3,05366,57.0,2200,3,134.3,0.0,4.75,36.151044776119406,35,502,2012104668,2013105788,202209020411,2.0,0,0,0.11354581673306773,2,2022-04-03
2016-05-29,5,0,10,東京優駿(G1),201605021210,18,2,3,40.0,3,1,01088,57.0,2400,1,144.0,0.0,7.75,36.151044776119406,33,502,2013106101,2013105788,202209020411,3.0,4,0,0.11354581673306773,2,2022-04-03
2016-04-17,6,0,11,皐月賞(G1),201606030811,18,2,3,37.0,3,2,01088,57.0,2000,1,118.1,0.0,15.5,36.151044776119406,34,498,2013104704,2013105788,202209020411,3.0,2,0,0.1144578313253012,2,2022-04-03
2016-03-06,6,1,11,報知杯弥生賞(G2),201606020411,12,8,11,26.0,2,1,05339,56.0,2000,1,119.9,0.0,9.5,36.151044776119406,34,496,2013105915,2013105788,202209020411,2.0,0,0,0.11290322580645161,2,2022-04-03
2016-01-23,8,1,10,若駒S(OP),201608010710,8,5,5,16.0,1,1,05339,56.0,2000,1,122.4,0.0,5.0,36.151044776119406,33,496,2013102360,2013105788,202209020411,0.0,-10,0,0.11290322580645161,2,2022-04-03
2015-10-18,8,0,5,2歳新馬,201508040505,11,5,5,16.0,1,1,05212,55.0,1800,1,107.7,0.0,5.0,36.151044776119406,34,506,2013105832,2013105788,202209020411,,0,0,0.10869565217391304,2,2022-04-03
2022-02-13,9,2,11,京都記念(G2),202209010211,13,7,11,515.0,12,1,01124,56.0,2200,3,131.9,0.0,1.0,36.151044776119406,35,468,2016100527,2015101654,202209020411,2.0,0,0,0.11965811965811966,2,2022-04-03
2022-01-16,7,0,11,日経新春杯(G2),202207010611,16,4,7,879.0,12,5,01124,55.0,2200,1,132.6,0.0,2.5,36.151044776119406,36,468,2018105012,2015101654,202209020411,2.0,4,0,0.11752136752136752,2,2022-04-03
2021-12-11,7,1,11,中日新聞杯(G3),202107060311,18,3,6,1540.0,17,2,01124,54.0,2000,1,119.9,0.0,2.0,36.151044776119406,35,464,2016102929,2015101654,202209020411,1.0,-4,0,0.11637931034482758,2,2022-04-03
2021-10-17,5,1,11,オクトーバーS(L),202105040411,18,6,11,739.0,16,8,01124,56.0,2000,3,120.9,0.0,8.0,36.151044776119406,36,468,2017106711,2015101654,202209020411,0.0,-4,0,0.11965811965811966,2,2022-04-03
2021-09-18,7,1,11,ケフェウスS(OP),202107050311,13,6,9,504.0,12,9,01116,54.0,2000,4,121.9,0.0,8.25,36.151044776119406,35,472,2017104756,2015101654,202209020411,0.0,-2,0,0.11440677966101695,2,2022-04-03
2021-06-05,7,1,11,鳴尾記念(G3),202107040111,13,2,2,880.0,11,10,01116,56.0,2000,1,121.9,0.0,12.5,36.151044776119406,34,474,2016110103,2015101654,202209020411,1.0,4,0,0.11814345991561181,2,2022-04-03
2021-05-15,7,0,11,都大路S(L),202107030311,11,7,10,75.0,4,7,01116,56.0,2000,1,120.0,0.0,4.75,36.151044776119406,35,470,2013105646,2015101654,202209020411,0.0,-6,0,0.11914893617021277,2,2022-04-03
2021-03-07,9,1,11,大阪城S(L),202109010811,16,6,11,251.0,10,10,05525,55.0,1800,1,106.9,0.0,3.0,36.151044776119406,35,476,2016104851,2015101654,202209020411,0.0,6,0,0.11554621848739496,2,2022-04-03
2021-01-30,5,0,11,白富士S(L),202105010111,13,4,4,633.0,10,4,01075,56.0,2000,1,119.2,0.0,10.333333333333334,36.151044776119406,34,470,2017105376,2015101654,202209020411,0.0,4,0,0.11914893617021277,2,2022-04-03
2020-06-28,9,1,11,宝塚記念(G1),202009030811,18,2,4,4135.0,17,18,05525,58.0,2200,3,141.8,0.0,9.5,36.151044776119406,44,466,2016104750,2015101654,202209020411,3.0,2,0,0.12446351931330472,2,2022-04-03
2020-05-31,5,1,12,目黒記念(G2),202005021212,18,4,8,286.0,11,11,01014,55.0,2500,1,150.3,0.0,11.0,36.151044776119406,36,464,2016104376,2015101654,202209020411,2.0,0,0,0.11853448275862069,2,2022-04-03
2020-05-09,5,1,10,メトロポリタンS(L),202005020510,11,6,6,61.0,4,10,01075,56.0,2400,1,146.6,0.0,3.5,36.151044776119406,34,464,2015104671,2015101654,202209020411,0.0,-2,0,0.1206896551724138,2,2022-04-03
2020-01-19,8,1,11,日経新春杯(G2),202008010711,14,8,13,54.0,3,11,01014,55.0,2400,1,148.1,0.0,4.5,36.151044776119406,36,466,2016100915,2015101654,202209020411,2.0,2,0,0.11802575107296137,2,2022-04-03
2019-11-03,5,1,11,アルゼンチン共和国杯(G2),201905050211,13,1,1,28.0,1,3,05339,55.0,2500,1,151.7,0.0,7.5,36.151044776119406,34,464,2014106081,2015101654,202209020411,2.0,-4,0,0.11853448275862069,2,2022-04-03
2019-10-06,5,1,9,六社S(3勝クラス),201905040209,15,4,6,39.0,2,1,01014,56.0,2400,1,145.8,0.0,3.5,36.151044776119406,34,468,2015100831,2015101654,202209020411,0.0,6,0,0.11965811965811966,2,2022-04-03
2019-07-13,7,2,11,マレーシアC(3勝クラス),201907030511,10,4,4,36.0,2,4,01088,57.0,2000,3,120.9,0.0,3.25,36.151044776119406,34,462,2015104188,2015101654,202209020411,0.0,-4,0,0.12337662337662338,2,2022-04-03
2019-04-29,8,1,10,烏丸S(1600万下),201908030410,12,1,1,32.0,1,2,01154,56.0,2400,1,145.4,0.0,2.0,36.151044776119406,34,466,2015104897,2015101654,202209020411,0.0,0,0,0.12017167381974249,2,2022-04-03
2019-03-31,9,1,10,御堂筋S(1600万下),201909020410,9,3,3,41.0,3,4,01154,55.0,2400,1,146.2,0.0,2.5,36.151044776119406,36,466,2015104649,2015101654,202209020411,0.0,2,0,0.11802575107296137,2,2022-04-03
2019-01-13,8,0,11,日経新春杯(G2),201908010411,16,2,4,75.0,4,15,05517,52.0,2400,1,149.3,0.0,5.5,36.151044776119406,40,464,2015104063,2015101654,202209020411,2.0,4,0,0.11206896551724138,2,2022-04-03
2018-10-21,8,0,11,菊花賞(G1),201808040711,18,5,10,245.0,9,12,01154,57.0,3000,1,187.8,0.0,4.5,36.151044776119406,36,460,2015105075,2015101654,202209020411,3.0,-2,0,0.12391304347826088,2,2022-04-03
2018-10-02,9,0,9,兵庫特別(1000万下),201809040909,8,7,7,17.0,1,1,01154,53.0,2400,1,146.8,0.0,2.0,36.151044776119406,34,462,2014105970,2015101654,202209020411,0.0,0,0,0.11471861471861472,2,2022-04-03
2018-07-22,7,0,9,渥美特別(500万下),201807030809,14,8,13,65.0,4,1,01154,54.0,2200,1,131.9,0.0,2.75,36.151044776119406,36,462,2014102453,2015101654,202209020411,0.0,0,0,0.11688311688311688,2,2022-04-03
2018-05-19,8,0,9,メルボルンT(500万下),201808030909,10,4,4,71.0,5,2,01154,56.0,2200,1,134.9,0.0,2.0,36.151044776119406,37,462,2015104889,2015101654,202209020411,0.0,2,0,0.12121212121212122,2,2022-04-03
2018-04-29,8,0,4,3歳未勝利,201808030404,11,4,4,105.0,5,1,01154,56.0,2400,1,147.1,0.0,8.25,36.151044776119406,34,460,2015103979,2015101654,202209020411,,-6,0,0.12173913043478261,2,2022-04-03
2018-02-18,8,0,5,3歳未勝利,201808020805,13,3,3,164.0,5,6,01034,56.0,2000,1,123.2,0.0,4.5,36.151044776119406,38,466,2015104868,2015101654,202209020411,,-2,0,0.12017167381974249,2,2022-04-03
2018-01-20,8,0,6,3歳未勝利,201808010606,15,2,2,1160.0,11,4,01154,56.0,2000,3,124.0,0.0,7.5,36.151044776119406,35,468,2015105110,2015101654,202209020411,,-18,0,0.11965811965811966,2,2022-04-03
2017-12-23,9,0,5,2歳新馬,201709050705,12,6,7,270.0,7,9,01034,55.0,2000,1,127.1,0.0,7.0,36.151044776119406,34,486,2015104987,2015101654,202209020411,,0,0,0.11316872427983539,2,2022-04-03
2022-02-27,6,0,11,中山記念(G2),202206020211,16,2,4,133.0,5,6,05212,56.0,1800,1,107.7,0.8000000000000114,13.25,36.151044776119406,37,472,2017106711,2016102201,202209020411,2.0,4,0,0.11864406779661017,2,2022-04-03
2021-11-14,3,0,11,福島記念(G3),202103020411,16,6,12,91.0,6,2,00733,55.0,2000,1,119.8,0.0,6.0,36.151044776119406,36,468,2017106711,2016102201,202209020411,1.0,10,0,0.11752136752136752,2,2022-04-03
2021-10-10,9,0,11,京都大賞典(G2),202109040211,14,4,6,139.0,7,10,00732,56.0,2400,1,145.3,0.0,6.25,36.151044776119406,37,458,2013105788,2016102201,202209020411,2.0,-10,0,0.1222707423580786,2,2022-04-03
2021-08-15,10,1,11,小倉記念(G3),202110040211,9,7,7,71.0,5,2,00732,55.0,2000,3,119.8,0.0,5.25,36.151044776119406,35,468,2017106161,2016102201,202209020411,1.0,6,0,0.11752136752136752,2,2022-04-03
2021-06-13,5,1,11,エプソムC(G3),202105030411,18,3,6,316.0,11,6,00733,56.0,1800,1,105.6,0.0,14.0,36.151044776119406,34,462,2016104772,2016102201,202209020411,1.0,-12,0,0.12121212121212122,2,2022-04-03
2021-05-09,4,0,11,新潟大賞典(G3),202104020211,14,4,6,68.0,4,11,00733,55.0,2000,1,120.4,0.0,10.0,36.151044776119406,38,474,2015102735,2016102201,202209020411,1.0,8,0,0.1160337552742616,2,2022-04-03
2021-03-27,6,0,11,日経賞(G2),202106030111,15,1,1,274.0,8,4,00733,56.0,2500,1,153.9,0.0,8.75,36.151044776119406,35,466,2017101431,2016102201,202209020411,2.0,2,0,0.12017167381974249,2,2022-04-03
2021-02-20,5,0,11,ダイヤモンドS(G3),202105010711,16,2,4,76.0,3,5,00733,55.0,3400,1,212.3,0.0,3.25,36.151044776119406,36,464,2015104797,2016102201,202209020411,1.0,2,0,0.11853448275862069,2,2022-04-03
2020-12-05,6,2,11,ステイヤーズS(G2),202006050111,15,5,9,108.0,6,5,00733,56.0,3600,3,232.6,0.0,6.5,36.151044776119406,35,462,2016101209,2016102201,202209020411,2.0,0,0,0.12121212121212122,2,2022-04-03
2020-11-07,5,1,10,ノベンバーS(3勝クラス),202005050110,15,6,11,472.0,12,1,00733,57.0,1800,1,106.7,0.0,10.666666666666666,36.151044776119406,33,462,2015105091,2016102201,202209020411,0.0,0,0,0.12337662337662338,2,2022-04-03
2020-08-22,4,0,11,日本海S(3勝クラス),202004030311,16,5,10,126.0,7,6,01169,57.0,2200,1,134.5,0.0,4.75,36.151044776119406,37,462,2015101645,2016102201,202209020411,0.0,0,0,0.12337662337662338,2,2022-04-03
2020-07-19,3,0,9,信夫山特別(2勝クラス),202003020609,16,3,5,283.0,10,1,00733,54.0,2600,1,160.6,0.0,7.0,36.151044776119406,36,462,2016104965,2016102201,202209020411,0.0,-4,0,0.11688311688311688,2,2022-04-03
2020-06-14,5,1,9,八王子特別(2勝クラス),202005030409,16,1,2,224.0,9,8,01075,57.0,2100,3,130.5,0.0,8.5,36.151044776119406,37,466,2015102764,2016102201,202209020411,0.0,-6,0,0.1223175965665236,1,2022-04-03
2020-05-24,5,0,12,是政特別(2勝クラス),202005021012,16,7,13,401.0,9,4,01126,57.0,2100,1,133.7,0.0,4.25,36.151044776119406,38,472,2016101055,2016102201,202209020411,0.0,6,0,0.12076271186440678,1,2022-04-03
2020-03-14,6,5,12,4歳以上2勝クラス,202006020512,16,8,15,206.0,7,8,05596,56.0,2400,3,153.8,0.0,4.25,36.151044776119406,39,466,2015100274,2016102201,202209020411,,-4,0,0.12017167381974249,1,2022-04-03
2020-02-16,10,1,9,4歳以上1勝クラス,202010011009,14,8,14,64.0,5,1,01144,56.0,1700,3,104.9,0.0,7.25,36.151044776119406,37,470,2015101624,2016102201,202209020411,,-2,0,0.11914893617021277,1,2022-04-03
2020-01-11,8,0,8,4歳以上1勝クラス,202008010308,11,7,9,198.0,8,4,01144,56.0,1900,3,121.3,0.0,4.25,36.151044776119406,38,472,2016101847,2016102201,202209020411,,0,0,0.11864406779661017,1,2022-04-03
2019-12-22,9,1,7,3歳以上1勝クラス,201909050807,16,7,14,194.0,8,5,01144,56.0,2000,1,127.8,0.0,6.75,36.151044776119406,39,472,2015101581,2016102201,202209020411,,-8,0,0.11864406779661017,1,2022-04-03
2019-11-30,7,0,5,3歳以上1勝クラス,201907040105,10,1,1,559.0,10,6,01144,55.0,1900,1,121.5,0.0,9.5,36.151044776119406,38,480,2014102503,2016102201,202209020411,,4,0,0.11458333333333333,1,2022-04-03
2019-05-25,8,0,6,3歳500万下,201908031106,16,7,13,639.0,13,15,01032,56.0,1800,1,115.5,0.0,11.75,36.151044776119406,39,476,2016103084,2016102201,202209020411,,0,0,0.11764705882352941,1,2022-04-03
2019-04-20,8,0,3,3歳未勝利,201908030103,16,6,12,475.0,9,1,01032,56.0,1900,1,122.3,0.0,3.0,36.151044776119406,39,476,2016102533,2016102201,202209020411,,-2,0,0.11764705882352941,1,2022-04-03
2019-03-23,7,1,2,3歳未勝利,201907020502,16,8,16,965.0,12,7,01146,56.0,1900,1,124.2,0.0,10.5,36.151044776119406,39,478,2016103084,2016102201,202209020411,,-12,0,0.11715481171548117,1,2022-04-03
2019-01-13,8,0,6,3歳新馬,201908010406,16,4,7,1406.0,13,12,01032,56.0,2000,1,127.0,0.0,9.25,36.151044776119406,39,490,2016104413,2016102201,202209020411,,0,0,0.11428571428571428,2,2022-04-03
2022-03-13,7,1,11,金鯱賞(G2),202207020211,13,1,1,385.0,11,6,05203,56.0,2000,1,118.0,-0.20000000000000284,9.5,36.151044776119406,35,454,2018100274,2016102929,202209020411,2.0,-4,0,0.12334801762114538,2,2022-04-03
2022-01-16,7,0,11,日経新春杯(G2),202207010611,16,6,11,319.0,7,12,01163,57.0,2200,1,133.5,0.0,2.0,36.151044776119406,37,458,2018105012,2016102929,202209020411,2.0,6,0,0.12445414847161572,2,2022-04-03
2021-12-11,7,1,11,中日新聞杯(G3),202107060311,18,1,2,197.0,8,1,05203,55.0,2000,1,119.8,0.7999999999999972,1.0,36.151044776119406,35,452,2015101654,2016102929,202209020411,1.0,6,0,0.12168141592920353,2,2022-04-03
2021-09-18,7,1,11,ケフェウスS(OP),202107050311,13,1,1,98.0,5,8,05203,55.0,2000,4,121.7,0.0,3.75,36.151044776119406,35,446,2017104756,2016102929,202209020411,0.0,0,0,0.12331838565022421,2,2022-04-03
2021-09-05,4,0,11,新潟記念(G3),202104040811,17,2,3,212.0,9,14,05386,55.0,2000,1,119.4,-0.6000000000000085,1.0,36.151044776119406,35,446,2015100744,2016102929,202209020411,1.0,-2,0,0.12331838565022421,2,2022-04-03
2021-08-15,10,1,11,小倉記念(G3),202110040211,9,5,5,65.0,3,5,05203,55.0,2000,3,120.6,-0.4000000000000057,3.25,36.151044776119406,36,448,2017106161,2016102929,202209020411,1.0,0,0,0.12276785714285714,2,2022-04-03
2021-07-11,3,1,11,七夕賞(G3),202103010411,16,3,6,161.0,9,3,05203,55.0,2000,3,122.4,0.0,7.0,36.151044776119406,37,448,2016106518,2016102929,202209020411,1.0,0,0,0.12276785714285714,2,2022-04-03
2021-06-05,7,1,11,鳴尾記念(G3),202107040111,13,6,8,241.0,9,2,01032,56.0,2000,1,121.3,0.0,2.0,36.151044776119406,34,448,2016110103,2016102929,202209020411,1.0,4,0,0.125,2,2022-04-03
2021-05-15,7,0,11,都大路S(L),202107030311,11,8,11,59.0,3,3,01032,56.0,2000,1,119.6,0.0,1.0,36.151044776119406,35,444,2013105646,2016102929,202209020411,0.0,-12,0,0.12612612612612611,2,2022-04-03
2021-04-18,4,4,11,福島民報杯(L),202104010411,16,6,11,124.0,6,16,01157,54.0,2000,3,128.4,0.0,1.0,36.151044776119406,44,456,2016100752,2016102929,202209020411,0.0,6,0,0.11842105263157894,2,2022-04-03
2021-02-21,10,0,11,小倉大賞典(G3),202110020411,16,7,13,153.0,6,15,05203,54.0,1800,1,106.8,0.0,8.75,36.151044776119406,36,450,2014102157,2016102929,202209020411,1.0,6,0,0.12,2,2022-04-03
2021-01-05,6,1,11,日刊スポ賞中山金杯(G3),202106010111,17,3,5,204.0,8,13,01092,54.0,2000,1,121.9,0.0,9.5,36.151044776119406,35,444,2016104877,2016102929,202209020411,1.0,-2,0,0.12162162162162163,2,2022-04-03
2020-12-12,7,0,11,中日新聞杯(G3),202007030311,18,2,4,184.0,8,4,05203,54.0,2000,1,120.4,0.0,4.5,36.151044776119406,34,446,2016104618,2016102929,202209020411,1.0,6,0,0.1210762331838565,2,2022-04-03
2020-10-03,7,1,10,関ケ原S(3勝クラス),202007020810,11,7,8,117.0,5,1,05203,57.0,2000,1,121.4,0.0,2.0,36.151044776119406,34,440,2016104649,2016102929,202209020411,0.0,0,0,0.12954545454545455,2,2022-04-03
2020-08-16,10,0,11,小倉記念(G3),202010020211,14,7,12,219.0,8,7,01157,53.0,2000,1,118.2,0.0,6.5,36.151044776119406,36,440,2015100969,2016102929,202209020411,1.0,-2,0,0.12045454545454545,2,2022-04-03
2020-07-18,3,1,11,阿武隈S(3勝クラス),202003020511,16,7,14,40.0,2,13,01122,56.0,2000,3,123.0,0.0,1.5,36.151044776119406,38,442,2014102243,2016102929,202209020411,0.0,-6,0,0.12669683257918551,2,2022-04-03
